medium,transaction_date,amount,description
system engine,10/22/2015,$7208.10,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus
Face to face,7/26/2016,$7471.12,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id
info-mediaries,6/21/2016,$68596.83,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla
Cloned,7/7/2016,$15001.26,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
global,10/9/2015,$3946.28,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida
5th generation,3/3/2016,$70534.75,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium
Multi-lateral,3/12/2016,$93189.42,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est
Reduced,3/15/2016,$18945.55,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante
Persistent,4/4/2016,$24980.51,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo
hybrid,10/21/2015,$23989.87,egestas metus aenean fermentum donec ut mauris eget massa tempor
optimizing,3/18/2016,$34896.96,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis
Profound,6/14/2016,$15441.07,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
reciprocal,4/29/2016,$86863.44,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
productivity,7/4/2016,$33391.08,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac
discrete,7/8/2016,$11092.17,placerat ante nulla justo aliquam quis turpis eget elit sodales
client-driven,12/4/2015,$28461.32,porta volutpat quam pede lobortis ligula sit amet eleifend pede
asymmetric,9/25/2015,$65452.53,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
Triple-buffered,1/31/2016,$55706.70,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus
Centralized,2/18/2016,$6043.26,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam
Reactive,5/26/2016,$9456.09,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et
Upgradable,11/7/2015,$98642.77,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer
leading edge,12/1/2015,$25837.09,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet
Sharable,12/8/2015,$81621.27,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
disintermediate,10/13/2015,$96484.36,venenatis turpis enim blandit mi in porttitor pede justo eu
database,10/21/2015,$26313.39,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet
exuding,7/11/2016,$16645.19,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam
knowledge user,4/12/2016,$80560.66,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum
maximized,2/27/2016,$13009.04,eget congue eget semper rutrum nulla nunc purus phasellus in
Ameliorated,6/19/2016,$33587.48,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse
bifurcated,2/7/2016,$41260.53,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
Customizable,3/15/2016,$47076.27,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris
holistic,11/7/2015,$12434.51,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget
system engine,9/6/2016,$2637.64,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
solution,4/1/2016,$93979.37,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
incremental,3/14/2016,$74284.37,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis
Configurable,2/6/2016,$93216.31,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
Cloned,6/23/2016,$4055.57,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
time-frame,4/7/2016,$79743.68,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
Front-line,6/1/2016,$825.19,aenean sit amet justo morbi ut odio cras mi pede malesuada in
exuding,11/19/2015,$3898.24,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur
Progressive,7/26/2016,$52760.25,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper
Programmable,4/13/2016,$35421.34,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
challenge,11/7/2015,$72940.41,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in
local,6/10/2016,$51117.32,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
web-enabled,5/13/2016,$8784.81,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer
fresh-thinking,6/18/2016,$65199.97,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
Total,12/19/2015,$95233.63,nisi at nibh in hac habitasse platea dictumst aliquam augue
Implemented,3/20/2016,$26195.16,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
exuding,1/17/2016,$67917.66,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida
fresh-thinking,11/16/2015,$82284.11,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in
framework,3/30/2016,$11167.13,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
Front-line,8/6/2016,$63235.55,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo
full-range,5/20/2016,$21380.46,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas
modular,9/14/2015,$5277.22,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
Diverse,7/20/2016,$21020.18,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
initiative,9/17/2015,$39170.53,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
intranet,12/27/2015,$99793.28,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in
Horizontal,10/10/2015,$70143.14,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae
emulation,12/16/2015,$42965.04,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis
structure,4/27/2016,$65148.34,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit
productivity,12/7/2015,$47682.59,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
Customizable,1/24/2016,$84469.20,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec
core,1/28/2016,$76750.34,egestas metus aenean fermentum donec ut mauris eget massa tempor
5th generation,10/16/2015,$43550.94,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
Synergized,6/7/2016,$92496.42,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
Persistent,7/12/2016,$89651.95,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue
intangible,7/13/2016,$5788.63,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
Decentralized,6/17/2016,$97285.89,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
initiative,4/12/2016,$55707.81,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin
alliance,6/3/2016,$55901.26,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut
4th generation,8/26/2016,$99534.65,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
Networked,2/4/2016,$14872.59,tellus nisi eu orci mauris lacinia sapien quis libero nullam
Devolved,3/11/2016,$13773.93,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum
secondary,4/18/2016,$39649.99,bibendum felis sed interdum venenatis turpis enim blandit mi in
Devolved,12/20/2015,$30672.39,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
workforce,4/17/2016,$99178.48,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum
Face to face,8/14/2016,$59932.83,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
Organic,4/8/2016,$92349.04,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
Virtual,10/5/2015,$77495.83,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla
contingency,8/25/2016,$26830.05,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
bifurcated,8/12/2016,$30838.25,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis
Quality-focused,7/27/2016,$70459.36,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent
artificial intelligence,5/6/2016,$35853.35,magna bibendum imperdiet nullam orci pede venenatis non sodales sed
Persevering,5/2/2016,$47034.96,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante
Organic,12/7/2015,$21008.68,feugiat non pretium quis lectus suspendisse potenti in eleifend quam
standardization,5/7/2016,$8917.19,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel
fresh-thinking,1/27/2016,$75187.36,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia
algorithm,5/15/2016,$60127.43,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
Reduced,12/9/2015,$69928.67,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
incremental,4/6/2016,$42863.00,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor
intranet,10/17/2015,$73447.65,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum
zero tolerance,12/28/2015,$53431.13,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
Right-sized,10/15/2015,$5482.48,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id
Fully-configurable,4/25/2016,$67164.35,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec
Assimilated,12/4/2015,$5586.74,lectus in est risus auctor sed tristique in tempus sit amet sem
extranet,10/4/2015,$89120.42,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna
Fundamental,9/8/2016,$36025.52,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
success,6/18/2016,$79369.43,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
Quality-focused,11/9/2015,$44553.32,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo
challenge,5/20/2016,$12600.96,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
asymmetric,6/13/2016,$30584.42,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
project,7/27/2016,$92202.71,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus
Synergistic,10/28/2015,$17114.79,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
Multi-tiered,1/12/2016,$20345.52,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc
regional,2/27/2016,$59137.93,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices
hierarchy,9/30/2015,$1340.48,in felis donec semper sapien a libero nam dui proin leo odio porttitor
analyzing,3/3/2016,$10036.67,rhoncus dui vel sem sed sagittis nam congue risus semper
Graphic Interface,6/20/2016,$46571.90,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend
Decentralized,3/17/2016,$81765.00,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat
array,9/11/2015,$3181.50,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut
approach,7/29/2016,$22901.23,cras mi pede malesuada in imperdiet et commodo vulputate justo
Customizable,2/25/2016,$9727.16,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin
budgetary management,2/19/2016,$37230.81,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
synergy,10/26/2015,$41252.04,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
Decentralized,11/27/2015,$71181.85,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
instruction set,3/4/2016,$31558.86,consequat metus sapien ut nunc vestibulum ante ipsum primis in
toolset,9/6/2016,$17730.95,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt
even-keeled,3/6/2016,$23683.34,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce
Assimilated,4/4/2016,$20936.90,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
instruction set,7/17/2016,$82615.41,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis
methodology,4/5/2016,$98400.66,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
synergy,3/4/2016,$75659.57,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
regional,12/24/2015,$11398.02,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
forecast,9/5/2016,$24686.22,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
knowledge user,5/23/2016,$58250.80,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
neural-net,2/2/2016,$57650.91,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse
access,3/13/2016,$64935.36,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit
encoding,5/17/2016,$83583.26,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
flexibility,7/29/2016,$6796.68,nibh ligula nec sem duis aliquam convallis nunc proin at
Streamlined,10/17/2015,$26286.28,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
attitude-oriented,12/10/2015,$90561.13,arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu
dedicated,11/16/2015,$17265.71,rutrum rutrum neque aenean auctor gravida sem praesent id massa id
explicit,12/4/2015,$19965.05,non mauris morbi non lectus aliquam sit amet diam in
methodical,2/28/2016,$69334.27,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
capacity,6/29/2016,$50504.05,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
impactful,9/13/2015,$71978.43,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat
Organized,8/3/2016,$88041.69,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
systematic,2/2/2016,$61915.09,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
matrices,3/24/2016,$73986.08,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget
customer loyalty,8/5/2016,$55601.80,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in
dynamic,3/2/2016,$90424.94,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
Self-enabling,12/12/2015,$82046.82,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus
well-modulated,8/22/2016,$96656.44,suscipit a feugiat et eros vestibulum ac est lacinia nisi
solution-oriented,6/21/2016,$8556.03,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
paradigm,8/13/2016,$39529.21,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis
Pre-emptive,6/3/2016,$12757.38,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla
web-enabled,11/4/2015,$3192.18,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
encoding,12/1/2015,$4855.08,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer
contextually-based,2/25/2016,$57829.79,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat
Mandatory,3/4/2016,$97371.15,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin
strategy,5/26/2016,$16817.52,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu
context-sensitive,6/20/2016,$34941.71,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
capacity,6/6/2016,$29220.85,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
Streamlined,11/5/2015,$83915.40,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit
Multi-layered,3/31/2016,$95983.86,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
groupware,1/9/2016,$78892.75,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis
heuristic,6/23/2016,$574.97,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
architecture,12/10/2015,$54191.63,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
Customizable,2/12/2016,$79912.12,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum
Intuitive,5/31/2016,$22733.97,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis
Sharable,10/10/2015,$8812.94,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
national,3/5/2016,$87180.82,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui
next generation,3/8/2016,$46108.19,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus
definition,3/11/2016,$19346.85,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et
Diverse,11/2/2015,$84766.90,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl
Devolved,4/15/2016,$68698.89,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
utilisation,1/15/2016,$56469.03,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
superstructure,8/16/2016,$45351.79,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
algorithm,9/7/2016,$31488.69,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius
Total,10/21/2015,$4608.33,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu
extranet,9/3/2016,$79524.26,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan
local,1/14/2016,$57031.63,rutrum ac lobortis vel dapibus at diam nam tristique tortor eu
encoding,9/23/2015,$34261.09,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
protocol,9/20/2015,$17961.04,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
pricing structure,11/12/2015,$69934.51,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie
Phased,12/27/2015,$98519.26,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
neutral,5/16/2016,$81943.22,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
Customer-focused,6/29/2016,$66500.12,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
User-centric,6/7/2016,$51882.85,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
utilisation,1/9/2016,$35109.45,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien
utilisation,6/27/2016,$7751.15,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
even-keeled,4/17/2016,$2437.88,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
standardization,12/5/2015,$12912.67,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
contextually-based,7/29/2016,$62745.97,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
Up-sized,5/16/2016,$44120.52,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
secured line,9/14/2015,$51837.59,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede
database,4/15/2016,$83984.11,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
secured line,10/12/2015,$23075.73,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
human-resource,1/24/2016,$45057.77,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec
protocol,9/27/2015,$72473.31,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in
bifurcated,2/26/2016,$40480.12,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
Expanded,8/3/2016,$31371.48,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor
Inverse,11/4/2015,$55509.13,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
didactic,3/11/2016,$86042.53,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec
array,9/26/2015,$40751.96,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
actuating,7/11/2016,$62608.71,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
throughput,10/10/2015,$73355.14,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et
human-resource,9/28/2015,$73847.13,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a
executive,1/5/2016,$79849.00,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
Profit-focused,12/1/2015,$43598.19,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras
content-based,9/15/2015,$44799.17,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus
Programmable,1/3/2016,$3244.15,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
toolset,1/16/2016,$51340.80,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut
Phased,10/6/2015,$94594.84,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce
standardization,3/2/2016,$6270.44,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non
explicit,9/27/2015,$55391.21,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet
projection,9/24/2015,$5531.88,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet
encryption,12/7/2015,$58241.11,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus
policy,1/14/2016,$20183.44,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
structure,1/21/2016,$97565.61,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend
toolset,10/13/2015,$11261.50,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem
Synchronised,2/13/2016,$73209.49,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
Vision-oriented,8/5/2016,$46964.33,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
modular,7/31/2016,$22107.67,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
collaboration,11/21/2015,$18552.70,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut
approach,6/24/2016,$77829.29,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam
productivity,11/21/2015,$570.52,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante
logistical,5/8/2016,$17409.64,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
matrix,3/30/2016,$92728.76,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
groupware,10/8/2015,$22534.01,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
local,4/5/2016,$31970.57,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
monitoring,7/4/2016,$64487.37,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus
ability,1/16/2016,$11083.96,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl
Horizontal,7/25/2016,$12969.92,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in
Graphic Interface,3/11/2016,$99281.80,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit
frame,7/15/2016,$64116.24,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
De-engineered,7/30/2016,$78030.37,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
Fundamental,4/4/2016,$77339.17,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
moratorium,4/21/2016,$36897.98,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget
Open-architected,2/26/2016,$75570.38,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
local area network,12/28/2015,$51900.86,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
Optional,9/27/2015,$71627.42,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla
Graphic Interface,8/16/2016,$7929.10,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus
