medium,transaction_date,amount,description
infrastructure,9/17/2015,$2.30,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla
definition,7/31/2016,$8.67,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu
asymmetric,9/26/2015,$4.18,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
Customizable,8/27/2016,$10.00,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam
object-oriented,5/16/2016,$5.02,dui vel sem sed sagittis nam congue risus semper porta volutpat
Expanded,12/4/2015,$7.68,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non
capacity,10/30/2015,$5.60,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac
initiative,6/25/2016,$3.96,odio condimentum id luctus nec molestie sed justo pellentesque viverra
solution,11/29/2015,$2.39,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies
Synergized,12/27/2015,$1.02,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante
Upgradable,2/19/2016,$6.03,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam
Secured,7/20/2016,$4.47,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus
Synergistic,2/14/2016,$3.71,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum
Versatile,11/2/2015,$8.44,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
Customer-focused,1/12/2016,$6.87,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
Exclusive,12/25/2015,$9.27,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor
Operative,7/20/2016,$7.92,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
fault-tolerant,5/30/2016,$6.06,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla
Adaptive,9/28/2015,$4.65,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed
systematic,1/27/2016,$9.42,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
local area network,6/6/2016,$3.23,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et
standardization,1/10/2016,$6.35,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
system engine,9/12/2015,$0.71,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
coherent,9/23/2015,$1.86,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
Balanced,7/11/2016,$2.69,neque duis bibendum morbi non quam nec dui luctus rutrum nulla
concept,12/29/2015,$8.23,cras mi pede malesuada in imperdiet et commodo vulputate justo
service-desk,6/19/2016,$9.02,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum
throughput,11/25/2015,$5.20,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla
Compatible,4/3/2016,$4.65,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in
superstructure,9/1/2016,$4.10,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
Monitored,6/19/2016,$9.31,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna
Organized,7/1/2016,$5.93,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
Exclusive,9/1/2016,$0.97,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
Up-sized,6/6/2016,$3.90,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor
analyzer,4/4/2016,$6.90,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
interface,7/3/2016,$1.70,in eleifend quam a odio in hac habitasse platea dictumst
Digitized,8/12/2016,$4.08,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit
pricing structure,8/7/2016,$9.35,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
Graphic Interface,6/27/2016,$7.42,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et
encryption,1/31/2016,$2.24,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
focus group,4/29/2016,$3.44,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
dedicated,1/29/2016,$4.23,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper
archive,7/3/2016,$8.81,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
fresh-thinking,8/29/2016,$9.87,congue risus semper porta volutpat quam pede lobortis ligula sit amet
demand-driven,7/20/2016,$8.49,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
Ergonomic,7/11/2016,$6.93,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci
explicit,1/7/2016,$3.06,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut
Cloned,2/19/2016,$9.43,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
content-based,3/16/2016,$5.84,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac
utilisation,6/15/2016,$4.68,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus
neutral,7/31/2016,$9.55,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit
Versatile,4/23/2016,$8.37,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
Robust,1/14/2016,$6.49,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
extranet,9/21/2015,$6.27,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
local,3/14/2016,$8.54,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa
Grass-roots,6/14/2016,$5.90,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
composite,9/2/2016,$9.98,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
core,3/27/2016,$3.77,in tempus sit amet sem fusce consequat nulla nisl nunc
explicit,7/19/2016,$8.10,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
hierarchy,10/21/2015,$1.34,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam
info-mediaries,1/31/2016,$1.09,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in
static,10/13/2015,$6.63,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
Automated,8/10/2016,$1.99,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
context-sensitive,9/8/2016,$4.60,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede
implementation,10/10/2015,$1.28,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien
Re-engineered,3/2/2016,$1.01,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel
projection,5/2/2016,$6.06,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat
analyzer,9/16/2015,$5.35,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt
Future-proofed,9/14/2015,$0.89,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit
Visionary,12/30/2015,$5.48,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc
Ergonomic,1/8/2016,$5.84,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
parallelism,8/15/2016,$1.01,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci
Pre-emptive,9/18/2015,$5.88,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem
Up-sized,5/18/2016,$9.91,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
policy,12/21/2015,$1.88,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit
hybrid,10/31/2015,$0.83,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
Up-sized,12/3/2015,$9.64,interdum in ante vestibulum ante ipsum primis in faucibus orci
Expanded,12/7/2015,$6.22,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum
zero administration,4/5/2016,$7.01,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et
even-keeled,2/20/2016,$3.51,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
strategy,12/16/2015,$0.95,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse
Realigned,6/7/2016,$5.66,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna
demand-driven,2/16/2016,$0.47,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam
paradigm,10/11/2015,$0.36,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis
Horizontal,7/11/2016,$4.59,ut erat curabitur gravida nisi at nibh in hac habitasse
web-enabled,10/13/2015,$7.97,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat
framework,5/6/2016,$5.93,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
Switchable,12/7/2015,$0.00,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
encryption,12/31/2015,$5.73,elementum nullam varius nulla facilisi cras non velit nec nisi
customer loyalty,6/13/2016,$8.80,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo
collaboration,7/21/2016,$7.19,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit
impactful,5/21/2016,$8.90,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum
Optimized,9/7/2016,$8.28,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
open system,8/6/2016,$6.03,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
holistic,11/24/2015,$1.91,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis
ability,9/12/2015,$6.76,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
Versatile,7/28/2016,$0.15,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id
fault-tolerant,2/11/2016,$2.04,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at
concept,6/14/2016,$4.91,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
directional,4/29/2016,$0.19,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus
pricing structure,6/1/2016,$2.59,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat
portal,10/30/2015,$4.74,mauris morbi non lectus aliquam sit amet diam in magna bibendum
24/7,12/7/2015,$1.55,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet
internet solution,8/9/2016,$5.83,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna
methodical,9/5/2016,$6.25,non quam nec dui luctus rutrum nulla tellus in sagittis dui
Polarised,5/11/2016,$5.14,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
systematic,7/1/2016,$3.13,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum
Balanced,12/29/2015,$0.43,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
modular,4/4/2016,$8.37,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
approach,7/5/2016,$8.84,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus
intermediate,5/29/2016,$7.29,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam
uniform,1/5/2016,$9.65,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor
User-centric,8/2/2016,$7.32,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
orchestration,6/12/2016,$6.38,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse
projection,9/11/2015,$8.10,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla
fault-tolerant,12/7/2015,$7.90,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
Proactive,4/1/2016,$7.14,blandit nam nulla integer pede justo lacinia eget tincidunt eget
Graphical User Interface,10/15/2015,$0.90,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
Streamlined,5/24/2016,$1.76,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet
logistical,4/28/2016,$9.35,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
Implemented,8/2/2016,$4.95,ipsum aliquam non mauris morbi non lectus aliquam sit amet
bifurcated,7/30/2016,$7.41,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
value-added,4/9/2016,$9.36,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
high-level,5/30/2016,$3.32,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
approach,5/9/2016,$7.70,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci
Future-proofed,4/23/2016,$4.45,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo
regional,7/16/2016,$0.87,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id
interactive,9/2/2016,$9.48,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa
Compatible,9/7/2016,$2.30,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien
interface,8/28/2016,$3.04,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus
Reduced,10/13/2015,$5.81,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus
collaboration,3/19/2016,$3.96,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
24 hour,3/27/2016,$0.98,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus
Team-oriented,10/4/2015,$4.64,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras
groupware,1/10/2016,$2.99,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec
asymmetric,6/26/2016,$1.76,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
hardware,9/22/2015,$3.44,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem
intermediate,1/11/2016,$5.93,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
orchestration,11/24/2015,$2.43,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus
high-level,9/2/2016,$1.34,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut
Graphic Interface,2/23/2016,$0.24,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
value-added,11/30/2015,$5.34,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum
Realigned,2/20/2016,$1.85,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
3rd generation,3/6/2016,$0.27,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque
Persevering,6/6/2016,$1.19,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est
initiative,7/6/2016,$3.00,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla
Universal,6/12/2016,$8.03,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst
bandwidth-monitored,3/30/2016,$4.98,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis
methodology,3/16/2016,$1.50,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
encryption,1/22/2016,$0.36,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque
capability,7/4/2016,$7.11,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
Future-proofed,6/3/2016,$2.01,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis
intranet,1/12/2016,$2.74,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna
archive,8/20/2016,$0.99,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
disintermediate,10/10/2015,$7.01,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
secondary,10/15/2015,$7.73,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
Customizable,1/29/2016,$7.54,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus
content-based,7/31/2016,$3.11,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed
neutral,4/30/2016,$5.18,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
Ergonomic,8/4/2016,$3.62,aenean auctor gravida sem praesent id massa id nisl venenatis
instruction set,2/23/2016,$9.43,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
application,10/17/2015,$7.45,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor
didactic,12/27/2015,$5.21,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
human-resource,10/10/2015,$0.55,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio
5th generation,10/30/2015,$7.49,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod
collaboration,1/17/2016,$0.30,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
flexibility,10/5/2015,$1.44,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla
Graphical User Interface,8/25/2016,$6.93,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget
throughput,6/3/2016,$0.93,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien
intangible,10/1/2015,$7.94,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in
multimedia,1/5/2016,$9.52,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti
Assimilated,3/15/2016,$1.68,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque
parallelism,8/28/2016,$5.28,luctus et ultrices posuere cubilia curae mauris viverra diam vitae
array,5/5/2016,$3.30,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris
methodology,3/17/2016,$4.42,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus
systematic,7/19/2016,$9.67,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
Phased,5/23/2016,$9.15,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
interface,8/7/2016,$6.24,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt
zero tolerance,8/16/2016,$1.72,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
extranet,8/2/2016,$0.73,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat
context-sensitive,6/29/2016,$9.53,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate
access,2/11/2016,$1.72,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque
coherent,2/10/2016,$1.81,convallis nunc proin at turpis a pede posuere nonummy integer non velit
hierarchy,5/16/2016,$1.32,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac
background,11/22/2015,$5.45,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla
Exclusive,10/10/2015,$5.36,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
disintermediate,5/19/2016,$4.16,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo
project,8/20/2016,$1.32,purus phasellus in felis donec semper sapien a libero nam
Triple-buffered,12/5/2015,$8.94,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec
groupware,8/10/2016,$2.44,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
Streamlined,9/10/2015,$0.55,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
incremental,10/24/2015,$4.00,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
Profound,12/29/2015,$7.23,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
Managed,3/26/2016,$2.44,lectus in est risus auctor sed tristique in tempus sit amet sem fusce
high-level,8/22/2016,$5.61,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
Organic,5/3/2016,$2.66,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna
frame,11/12/2015,$3.36,in faucibus orci luctus et ultrices posuere cubilia curae nulla
Balanced,9/3/2016,$4.95,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus
asymmetric,6/30/2016,$3.24,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue
Organized,12/6/2015,$7.75,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
Total,3/17/2016,$3.15,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
task-force,5/5/2016,$1.33,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu
moratorium,9/25/2015,$4.18,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla
User-friendly,3/22/2016,$1.61,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero
static,4/21/2016,$9.66,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce
scalable,10/21/2015,$3.49,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor
scalable,6/26/2016,$1.01,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
Open-architected,6/30/2016,$7.50,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam
transitional,6/15/2016,$8.29,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
support,4/21/2016,$2.37,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus
Diverse,5/11/2016,$4.73,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
open architecture,4/22/2016,$3.91,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
extranet,1/25/2016,$0.59,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
hub,1/18/2016,$4.91,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
time-frame,1/24/2016,$1.16,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam
Adaptive,6/23/2016,$3.94,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse
capacity,12/12/2015,$0.73,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut
open system,7/22/2016,$6.48,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
Customizable,1/31/2016,$6.13,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo
circuit,4/22/2016,$8.28,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
Face to face,6/13/2016,$1.19,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a
application,9/7/2016,$6.53,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
bi-directional,12/8/2015,$2.39,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
productivity,10/13/2015,$9.16,cursus vestibulum proin eu mi nulla ac enim in tempor
forecast,1/24/2016,$4.92,eu massa donec dapibus duis at velit eu est congue elementum
implementation,3/13/2016,$4.04,ligula nec sem duis aliquam convallis nunc proin at turpis a pede
Future-proofed,3/22/2016,$7.88,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
bandwidth-monitored,3/4/2016,$1.05,posuere cubilia curae nulla dapibus dolor vel est donec odio
intangible,3/14/2016,$6.89,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem
incremental,3/19/2016,$6.75,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc
Front-line,5/22/2016,$8.92,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
Extended,8/13/2016,$0.54,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer
Universal,4/3/2016,$7.06,proin risus praesent lectus vestibulum quam sapien varius ut blandit
synergy,3/27/2016,$9.23,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo
multi-state,12/28/2015,$5.73,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum
focus group,11/4/2015,$4.20,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque
Visionary,7/6/2016,$7.20,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec
