merchant_id,medium,purchase_date,amount,description
02-988-0583,Virtual,5/28/2016,$96339.27,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
69-472-8634,leading edge,2/23/2016,$38648.99,non sodales sed tincidunt eu felis fusce posuere felis sed lacus
44-713-4044,infrastructure,10/23/2015,$86225.17,nec sem duis aliquam convallis nunc proin at turpis a
45-874-8654,function,7/22/2016,$31792.93,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien
06-313-4503,client-driven,10/16/2015,$90837.99,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
34-586-4614,web-enabled,8/25/2016,$57310.69,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id
21-421-9686,Intuitive,9/30/2015,$59765.90,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
09-885-7569,zero defect,9/8/2016,$63114.07,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper
98-692-6150,Monitored,2/27/2016,$99318.38,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
15-229-5053,interactive,12/16/2015,$55116.31,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
76-637-8543,non-volatile,12/6/2015,$87137.32,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus
90-001-0212,scalable,2/6/2016,$66705.88,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut
10-534-4087,parallelism,2/13/2016,$55768.01,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede
55-185-7825,extranet,8/4/2016,$45041.08,mauris sit amet eros suspendisse accumsan tortor quis turpis sed
75-839-1327,Object-based,2/23/2016,$92674.82,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu
23-609-7003,algorithm,6/18/2016,$61434.57,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
36-458-2303,open system,6/17/2016,$58701.14,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
57-175-6210,forecast,3/22/2016,$56959.54,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
37-652-9696,Implemented,7/15/2016,$90399.25,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
90-557-2483,discrete,3/21/2016,$254.44,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
08-940-8851,Team-oriented,5/30/2016,$53595.81,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec
05-248-2049,cohesive,10/16/2015,$46409.15,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
89-984-9630,orchestration,10/31/2015,$30730.59,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
00-338-1280,Multi-tiered,4/21/2016,$59168.14,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
82-671-0332,multi-state,2/1/2016,$58816.09,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien
04-906-1245,leverage,9/30/2015,$69645.26,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit
74-960-7538,dedicated,3/16/2016,$61867.60,porttitor pede justo eu massa donec dapibus duis at velit
98-343-3745,Triple-buffered,4/7/2016,$58546.78,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
65-908-0729,hub,6/13/2016,$15194.65,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque
63-456-4544,Down-sized,11/1/2015,$79245.84,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in
76-262-7798,projection,8/3/2016,$94440.12,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla
18-548-8332,customer loyalty,10/5/2015,$64480.86,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id
93-432-5951,clear-thinking,5/29/2016,$88359.67,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
02-524-0763,disintermediate,9/27/2015,$21297.69,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus
33-011-1827,contextually-based,2/29/2016,$22286.61,a pede posuere nonummy integer non velit donec diam neque vestibulum eget
50-501-5136,multi-state,12/8/2015,$64226.99,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla
54-375-5650,Organic,12/11/2015,$84141.64,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
19-195-8402,eco-centric,9/15/2015,$12965.72,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
53-190-8624,Advanced,9/28/2015,$99587.32,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
66-289-1691,24 hour,9/4/2016,$40956.32,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget
60-084-9995,solution,7/27/2016,$98355.06,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis
38-339-6074,Phased,6/6/2016,$95834.97,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
35-498-2298,hardware,7/5/2016,$99004.10,vehicula consequat morbi a ipsum integer a nibh in quis justo
32-317-1457,Profit-focused,6/4/2016,$71805.24,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
05-441-3587,even-keeled,9/23/2015,$43577.38,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat
84-145-5070,emulation,6/11/2016,$60027.52,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
13-333-2286,well-modulated,9/20/2015,$79940.63,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse
73-281-4114,paradigm,10/20/2015,$41866.28,convallis morbi odio odio elementum eu interdum eu tincidunt in leo
11-819-6458,moderator,10/3/2015,$92283.49,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae
98-951-8677,User-centric,11/10/2015,$51948.07,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur
95-039-9999,Centralized,4/17/2016,$85751.89,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
49-465-2162,Persevering,10/1/2015,$7947.68,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
04-452-1789,algorithm,10/4/2015,$58962.52,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna
54-745-3407,composite,1/5/2016,$41542.89,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
02-103-5342,help-desk,4/11/2016,$67597.56,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
47-068-6341,intermediate,7/8/2016,$8367.48,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
83-502-0542,utilisation,2/25/2016,$74912.23,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit
89-566-5877,Fully-configurable,5/18/2016,$93269.41,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam
96-295-1664,Robust,7/29/2016,$52716.37,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus
10-226-8215,Open-architected,7/21/2016,$9971.45,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum
37-441-0062,contingency,10/26/2015,$30823.62,posuere cubilia curae nulla dapibus dolor vel est donec odio justo
86-611-8270,Up-sized,4/27/2016,$98734.16,in consequat ut nulla sed accumsan felis ut at dolor
82-063-1846,human-resource,7/27/2016,$36791.76,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
98-077-8289,open system,10/19/2015,$60055.57,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent
12-924-1441,open architecture,11/29/2015,$75509.88,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum
23-339-5351,upward-trending,1/20/2016,$98199.06,neque sapien placerat ante nulla justo aliquam quis turpis eget elit
25-101-5823,productivity,4/29/2016,$99045.41,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna
89-145-8788,Enterprise-wide,9/19/2015,$57371.98,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget
42-424-4849,upward-trending,7/4/2016,$36674.01,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
58-922-7457,analyzer,11/5/2015,$28781.59,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum
57-802-2618,Managed,9/24/2015,$26712.09,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut
88-295-5660,Distributed,6/6/2016,$34164.68,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
99-610-7389,Total,4/23/2016,$47943.50,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
56-512-5127,hardware,11/19/2015,$26167.83,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis
64-231-1561,responsive,1/14/2016,$46096.04,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper
51-665-7298,support,10/13/2015,$89482.77,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
95-658-9071,info-mediaries,9/23/2015,$91354.29,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere
95-666-7309,cohesive,1/4/2016,$49552.11,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
81-445-9935,exuding,7/8/2016,$70649.25,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
55-014-2736,attitude,6/18/2016,$29806.07,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend
46-327-5322,Centralized,11/1/2015,$96435.62,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem
01-886-9327,encompassing,12/22/2015,$82116.62,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam
88-010-7092,multimedia,3/13/2016,$28781.86,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus
72-055-8134,dynamic,9/12/2015,$44320.85,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
64-061-9816,disintermediate,10/22/2015,$4508.88,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo
07-238-2080,framework,5/23/2016,$20881.77,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus
78-173-8950,solution,9/8/2016,$86839.80,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor
83-377-3015,multimedia,6/5/2016,$6280.55,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis
56-290-4964,functionalities,2/22/2016,$5011.94,ultrices mattis odio donec vitae nisi nam ultrices libero non
57-073-8676,firmware,6/9/2016,$24313.26,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla
86-493-9863,process improvement,4/5/2016,$98050.84,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
72-074-7210,asymmetric,4/8/2016,$4584.18,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in
67-209-0208,focus group,4/18/2016,$13931.48,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim
24-289-1957,interactive,4/24/2016,$99410.11,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
09-736-3277,User-friendly,2/22/2016,$72608.14,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
14-682-6811,discrete,10/11/2015,$71832.84,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
39-947-4323,interactive,6/30/2016,$49906.39,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
84-669-7737,zero tolerance,9/20/2015,$91125.64,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus
85-870-7538,project,6/12/2016,$67694.48,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
64-635-1296,multimedia,10/18/2015,$58330.08,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut
98-962-1892,Fundamental,2/8/2016,$52003.11,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi
88-412-3698,matrices,5/19/2016,$88133.97,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
72-938-2868,projection,7/20/2016,$73179.59,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet
90-153-3741,solution,3/8/2016,$34705.51,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
79-479-7139,responsive,1/30/2016,$16102.41,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
99-414-3071,leverage,8/26/2016,$87616.36,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum
11-460-4129,non-volatile,11/29/2015,$7545.81,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non
62-543-7501,Function-based,10/16/2015,$58250.26,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
94-879-5813,Seamless,9/19/2015,$59020.46,quam pede lobortis ligula sit amet eleifend pede libero quis
08-309-5197,Expanded,5/6/2016,$93833.74,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
31-334-1211,analyzer,10/23/2015,$52284.23,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet
57-151-5935,impactful,2/13/2016,$75062.13,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
49-152-2317,radical,3/17/2016,$45676.85,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
95-556-5616,object-oriented,7/19/2016,$70379.87,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
70-952-2552,Inverse,10/21/2015,$98294.79,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec
58-752-9299,Business-focused,4/26/2016,$79081.81,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
11-816-8170,Re-engineered,1/17/2016,$33667.49,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
04-633-6320,interactive,12/26/2015,$4519.35,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
50-555-7100,object-oriented,8/30/2016,$86134.57,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus
22-333-9545,benchmark,6/25/2016,$81239.12,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
07-106-6716,Multi-layered,3/19/2016,$50100.38,tortor quis turpis sed ante vivamus tortor duis mattis egestas
53-061-6675,Digitized,1/15/2016,$79359.24,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
74-428-6081,local,5/27/2016,$20738.67,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis
37-995-6945,transitional,4/10/2016,$94323.29,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et
38-803-9430,Innovative,1/17/2016,$28016.55,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare
89-643-6995,adapter,11/9/2015,$34901.05,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in
87-140-3242,Seamless,5/17/2016,$18984.59,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
94-063-4922,orchestration,11/3/2015,$85493.36,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
84-689-7075,matrix,9/11/2015,$96410.93,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa
28-791-3134,instruction set,8/22/2016,$15050.26,varius ut blandit non interdum in ante vestibulum ante ipsum primis in
07-356-6430,Versatile,9/24/2015,$65940.96,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet
17-740-5044,Multi-lateral,12/16/2015,$54018.92,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
85-154-5017,software,10/15/2015,$94251.09,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea
35-009-2192,Intuitive,1/18/2016,$51073.68,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non
26-572-6847,bandwidth-monitored,3/29/2016,$49754.04,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
25-833-6978,global,1/23/2016,$87099.91,integer ac neque duis bibendum morbi non quam nec dui luctus
98-564-7348,3rd generation,10/16/2015,$74873.89,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
55-899-6142,capacity,4/29/2016,$12605.28,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce
05-609-1941,Customer-focused,1/9/2016,$60617.41,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
55-770-9628,systematic,4/16/2016,$75095.01,odio odio elementum eu interdum eu tincidunt in leo maecenas
58-786-8280,model,8/9/2016,$47370.27,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at
64-549-2493,Universal,8/2/2016,$25946.00,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
51-192-8747,utilisation,8/21/2016,$11624.72,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis
34-263-9456,Re-engineered,7/5/2016,$87211.65,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
82-163-8289,Synchronised,3/17/2016,$92601.89,lorem id ligula suspendisse ornare consequat lectus in est risus auctor
64-656-0442,implementation,9/15/2015,$97522.44,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
54-045-4306,fault-tolerant,8/14/2016,$57559.48,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus
84-605-0041,Seamless,2/10/2016,$39761.10,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
83-065-7646,Open-architected,7/22/2016,$67887.40,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
95-851-3187,didactic,12/15/2015,$6399.59,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus
70-375-3481,function,11/18/2015,$492.56,libero nam dui proin leo odio porttitor id consequat in consequat ut
30-994-5154,database,10/5/2015,$67277.90,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim
72-032-0143,object-oriented,8/28/2016,$98626.71,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
22-746-6409,encryption,7/8/2016,$29273.01,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
95-356-9656,clear-thinking,9/2/2016,$64688.36,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
65-093-5904,background,2/26/2016,$63461.77,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa
85-609-9122,coherent,2/27/2016,$53501.65,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris
60-590-8562,incremental,10/24/2015,$29564.48,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi
06-761-1788,utilisation,12/12/2015,$18729.99,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
99-413-3153,radical,4/1/2016,$50494.08,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
15-034-0787,superstructure,5/12/2016,$78200.80,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque
87-392-4398,non-volatile,12/4/2015,$147.28,at nunc commodo placerat praesent blandit nam nulla integer pede
46-885-7309,analyzing,1/31/2016,$64516.02,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium
04-037-0240,intangible,1/7/2016,$78864.25,eu est congue elementum in hac habitasse platea dictumst morbi
82-283-3626,Optimized,2/12/2016,$69888.20,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst
32-795-6367,zero administration,1/3/2016,$9031.10,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem
57-953-0241,policy,4/25/2016,$72961.25,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo
91-035-1447,context-sensitive,3/11/2016,$74207.34,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
38-859-1031,methodical,2/17/2016,$71467.89,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
96-451-8678,functionalities,5/9/2016,$74492.71,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
90-961-0673,User-friendly,3/12/2016,$2994.90,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus
16-678-8767,data-warehouse,4/14/2016,$17463.18,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien
81-667-5644,systematic,11/14/2015,$2479.79,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
87-154-2685,Front-line,8/10/2016,$4603.55,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea
08-852-2074,approach,5/11/2016,$95672.44,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
28-510-4516,synergy,1/30/2016,$90563.58,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue
27-857-1276,Multi-layered,12/27/2015,$13882.57,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis
08-219-1976,customer loyalty,6/5/2016,$33051.67,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
83-542-3599,bottom-line,7/9/2016,$81732.23,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
46-843-0015,Graphical User Interface,8/31/2016,$59139.32,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum
64-544-2421,Centralized,9/12/2015,$5969.66,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est
36-806-2397,challenge,12/26/2015,$29326.13,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
82-120-6227,customer loyalty,7/16/2016,$75261.46,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
28-800-1136,Future-proofed,3/17/2016,$51757.93,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas
39-958-1923,middleware,8/19/2016,$14892.14,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede
36-494-7842,Digitized,4/9/2016,$13119.45,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis
16-555-5958,demand-driven,5/22/2016,$52365.71,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus
26-345-4676,Ergonomic,11/13/2015,$84056.63,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus
92-476-0075,fresh-thinking,7/5/2016,$15081.96,odio cras mi pede malesuada in imperdiet et commodo vulputate justo
60-739-0112,Synergized,6/24/2016,$92051.28,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
27-864-9041,neutral,1/17/2016,$54487.88,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus
06-891-7362,open architecture,12/22/2015,$8627.10,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
75-933-5491,Graphic Interface,3/1/2016,$28165.51,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat
47-697-6836,Digitized,11/27/2015,$84431.41,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam
88-991-4220,Persevering,11/15/2015,$41260.74,sit amet eleifend pede libero quis orci nullam molestie nibh in
73-003-1774,firmware,12/21/2015,$74021.29,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis
36-276-3272,hybrid,12/18/2015,$68262.85,sit amet justo morbi ut odio cras mi pede malesuada
73-062-6349,product,8/22/2016,$83987.03,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
25-658-3701,Fully-configurable,6/1/2016,$58701.43,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium
03-270-1106,matrix,5/5/2016,$845.34,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
84-873-4560,flexibility,2/4/2016,$76455.06,ipsum primis in faucibus orci luctus et ultrices posuere cubilia
59-982-1321,foreground,7/8/2016,$51207.43,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec
71-430-3557,challenge,11/2/2015,$26824.34,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend
58-429-1191,capability,4/12/2016,$48536.07,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit
14-310-6090,Object-based,11/11/2015,$2384.30,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan
74-570-9356,responsive,7/11/2016,$89366.01,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
04-757-4292,Profit-focused,2/6/2016,$5074.17,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea
02-358-7329,cohesive,1/26/2016,$99295.90,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
08-292-0190,coherent,2/16/2016,$50274.53,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
